employee_id,district,home_lat,home_lon,age_group,gender,income_group,nearest_stop_name,Home-Stop_distance_m,public_travel_time,public_distance_km,num_transfers,driving_time_min,driving_distance_km
EMP0038,Fuhlsbüttel,53.632316604442366,10.005121245264974,60+,male,mid,S Hamburg Airport,117,53.0,9.32,1.0,21.1,9.07
EMP0039,Norderstedt-Garstedt,53.689651704927286,9.973954726733155,20-29,male,mid,"Garstedt, Buschweg",854,37.5,6.76,0.0,15.9,6.22
EMP0040,Wandsbek,53.57437867637081,10.088630330377704,20-29,female,mid,Kedenburgstraße,123,85.2,22.42,2.0,41.6,17.58
EMP0041,Langenhorn,53.64892010937366,9.999139389218525,30-39,male,low,Wrangelkoppel,231,40.6,7.99,2.0,18.4,7.04
EMP0042,Quickborn,53.73103837425638,9.924186566619305,20-29,male,low,"Quickborn, Ulmenweg",613,79.8,22.17,2.0,21.3,11.31
EMP0043,Wandsbek,53.57258459980582,10.075068467621405,20-29,male,high,Josephstraße,286,77.3,17.7,1.0,39.9,15.83
EMP0044,Norderstedt-Harksheide,53.7046917817187,9.959606340646483,20-29,male,mid,"Garstedt, Helgolandstraße",1475,59.1,10.22,0.0,17.6,8.65
EMP0045,Quickborn,53.75014152615792,9.887947115802477,40-49,male,low,"Bilsen, Waldfrieden",917,92.1,21.52,1.0,34.5,20.97
EMP0046,Niendorf,53.617480490201466,9.953051272164725,40-49,female,mid,U Niendorf Markt,227,72.0,18.54,1.0,29.0,14.31
EMP0047,Langenhorn,53.6383412228888,10.024323494435619,40-49,male,high,Ohkamp,53,40.9,10.58,1.0,14.8,7.91
EMP0048,Norderstedt-Harksheide,53.7143400982345,9.974373140104591,50-59,male,low,"Garstedt, Hallig-Hooge-Stieg",623,46.8,10.86,0.0,19.4,9.02
EMP0049,Wandsbek,53.57601854415295,10.114821306662632,30-39,male,low,Am Jenfelder Moor,118,75.2,19.81,2.0,43.6,18.67
EMP0050,Norderstedt-Mitte,53.68345208452389,10.018676599239527,50-59,female,mid,"Harksheide, Kielort",169,21.6,3.16,0.0,6.8,2.69
EMP0051,Norderstedt-Garstedt,53.691226782545634,9.980079555764528,40-49,male,mid,"Garstedt, Buschweg",338,37.2,6.74,0.0,14.9,6.05
EMP0052,Norderstedt-Mitte,53.69655805424649,9.990711561059086,50-59,male,mid,Richtweg,155,30.5,7.27,1.0,13.6,5.61
EMP0053,Niendorf,53.61089068904784,9.956515147511766,40-49,male,high,Niendorfer Straße,72,78.8,20.26,2.0,30.0,15.13
EMP0054,Wandsbek,53.58538784114354,10.06559169311319,30-39,male,low,U Alter Teichweg,125,71.1,22.7,2.0,35.1,14.04
EMP0055,Eimsbüttel,53.57925675571596,9.982660612904521,30-39,female,mid,U Hoheluftbrücke,558,69.7,15.98,3.0,33.7,15.43
EMP0056,Niendorf,53.60935458008052,9.954785608349496,30-39,female,mid,Niendorfer Straße,205,80.8,20.4,2.0,30.4,15.17
EMP0057,Langenhorn,53.66277182840258,10.014103342573737,20-29,female,mid,Langenhorn Nord,409,35.1,5.08,0.0,11.7,4.81
EMP0058,Ohlsdorf,53.618087973683664,10.035691258684333,30-39,female,mid,U S Ohlsdorf (Alsterdorfer Straße),396,46.2,13.09,1.0,17.4,9.63
EMP0059,Norderstedt-Mitte,53.69739803884375,10.023365278133904,20-29,male,high,"Glashütte, Lindenweg",423,22.3,2.48,0.0,5.0,2.12
EMP0060,Norderstedt-Mitte,53.713402188056214,9.998535285634999,20-29,male,mid,"Friedrichsgabe, Weg am Denkmal",323,40.3,10.11,1.0,12.3,5.62
EMP0061,Wandsbek,53.5750929778383,10.07719135406606,60+,male,mid,Wendemuthstraße,112,74.6,17.51,1.0,43.4,18.43
EMP0062,Fuhlsbüttel,53.629719169248965,10.03413951397316,40-49,male,low,Klein Borstel,270,44.2,11.43,1.0,17.9,9.13
EMP0063,Ohlsdorf,53.60489699883978,10.040180806655858,40-49,male,mid,AK Barmbek,12,55.5,15.02,2.0,23.3,11.14
EMP0064,Niendorf,53.62781850439307,9.94386432255386,30-39,male,mid,Graf-Anton-Weg,82,67.6,18.87,1.0,26.2,12.44
EMP0065,Poppenbüttel,53.65756602967324,10.066382983178544,40-49,male,mid,Wesselstraat,338,37.5,7.95,1.0,11.9,5.16
EMP0066,Ohlsdorf,53.6116468013989,10.02782609465502,50-59,male,low,Sengelmannstraße (City Nord),624,62.7,15.81,1.0,25.2,11.94
EMP0067,Ohlsdorf,53.603600136461324,10.03048900711368,40-49,female,high,Rübenkamp (City Nord),405,64.9,16.93,1.0,25.2,12.14
EMP0068,Norderstedt-Harksheide,53.71129929854166,9.948294402384974,40-49,female,high,"Quickborn, Hasloher Weg",2080,77.8,12.59,1.0,21.9,10.25
EMP0069,Norderstedt-Mitte,53.69680201214238,9.971120246275174,30-39,female,high,"Garstedt, Harthagen",517,37.0,8.57,0.0,16.3,7.33
EMP0070,Langenhorn,53.63166525681266,9.99580175964796,30-39,male,high,S Hamburg Airport,945,84.7,17.3,1.0,28.3,13.02
EMP0071,Norderstedt-Garstedt,53.66528187648676,9.969564184911818,40-49,male,low,"Garstedt, OBI-Markt Norderstedt",311,45.6,7.89,0.0,18.3,8.15
EMP0072,Langenhorn,53.6506515337881,9.99969881577644,60+,female,mid,Wrangelkoppel,424,57.1,13.51,1.0,17.9,7.67
EMP0073,Quickborn,53.70198111684948,9.918155370273439,30-39,female,mid,Hasloh,1123,71.7,17.81,2.0,24.9,14.26
EMP0074,Norderstedt-Garstedt,53.682054105269614,9.982297133498804,30-39,female,high,"Garstedt, Achternfelde",312,25.9,5.57,0.0,12.0,4.88
EMP0075,Norderstedt-Mitte,53.69271916942246,9.998942313680162,30-39,male,low,"Garstedt, Marommer Straße (Ost)",338,32.1,4.58,0.0,12.4,5.14
EMP0076,Norderstedt-Harksheide,53.7230824660688,9.950411145439324,30-39,male,low,"Quickborn, Hasloher Weg",660,55.1,13.49,1.0,18.1,9.27
EMP0077,Norderstedt-Harksheide,53.70506531790846,9.962613724753265,60+,female,mid,"Garstedt, Helgolandstraße",1205,55.2,9.94,0.0,17.6,8.69
EMP0078,Wandsbek,53.58009484214252,10.088396122587918,40-49,female,low,Dernauer Straße,186,73.8,16.7,1.0,38.9,16.86
EMP0079,Ohlsdorf,53.60753086158762,10.034219239330827,30-39,male,mid,S Rübenkamp,96,50.0,14.91,1.0,21.4,11.04
EMP0080,Niendorf,53.62313748153486,9.937406818748993,30-39,male,mid,Bindfeldweg,372,77.0,19.19,1.0,27.6,13.54
EMP0081,Wandsbek,53.5808683653092,10.081586598182074,30-39,male,mid,Walddörferstraße,84,67.1,16.22,1.0,36.2,16.27
EMP0082,Langenhorn,53.64037444283676,10.045181565655717,20-29,male,high,EKZ Hummelsbüttel,373,44.9,10.88,1.0,13.2,7.11
EMP0083,Niendorf,53.63196554884498,9.94871843313191,40-49,female,mid,Schippelsweg,549,72.9,18.3,1.0,25.1,11.8
EMP0084,Norderstedt-Garstedt,53.670063021228934,9.973909008861721,50-59,male,low,"Garstedt, OBI-Markt Norderstedt",377,50.8,9.61,0.0,17.0,6.98
EMP0085,Norderstedt-Mitte,53.70044592842558,9.993019801770204,40-49,male,low,"Garstedt, Ulzburger Straße 186",185,34.1,8.34,1.0,13.6,5.87
EMP0086,Norderstedt-Mitte,53.706726397227875,9.997274833720429,20-29,male,low,"Harksheide, Alter Kirchenweg",38,28.6,8.52,1.0,11.6,5.69
EMP0087,Eimsbüttel,53.5796003749179,9.961581305908952,40-49,female,low,Mansteinstraße,187,84.1,22.97,2.0,33.8,15.88
EMP0088,Fuhlsbüttel,53.64916444876736,10.009498324789176,40-49,male,mid,Rittmerskamp,95,38.4,8.2,1.0,13.8,7.9
EMP0089,Norderstedt-Garstedt,53.672365606826894,9.96190485124901,30-39,male,mid,"Garstedt, Ohlenhoff",406,49.2,8.6,1.0,16.1,6.73
EMP0090,Fuhlsbüttel,53.61620850748652,9.994597912398625,40-49,female,low,Heselstücken,564,71.5,13.74,1.0,34.6,17.44
EMP0091,Norderstedt-Garstedt,53.67005664891505,9.982610636206855,40-49,female,low,"Garstedt, Aspelohe",257,38.0,7.93,0.0,13.4,5.61
EMP0092,Wandsbek,53.58010442566549,10.076355712479641,50-59,female,high,Gladowstraße,122,69.9,16.63,1.0,39.0,15.24
EMP0093,Langenhorn,53.6499792293427,10.00094097160224,20-29,female,low,Samlandweg,275,40.5,7.99,2.0,18.1,7.76
EMP0094,Langenhorn,53.64602256659648,10.007167782622776,20-29,male,mid,Rittmerskamp,336,38.9,7.66,2.0,16.7,6.67
EMP0095,Norderstedt-Harksheide,53.69877042950893,9.970976237686628,30-39,female,mid,"Garstedt, Harthagen",512,38.5,8.7,0.0,15.7,7.45
EMP0096,Poppenbüttel,53.66046867293329,10.080530615304392,20-29,female,low,Vörstekoppel,298,26.1,5.75,0.0,11.2,5.36
EMP0097,Langenhorn,53.6327529522235,10.008412612236382,30-39,male,high,Hamburg Airport (Flughafen),157,55.4,9.49,1.0,20.9,10.66
EMP0098,Norderstedt-Mitte,53.70908949582377,10.00218565128477,50-59,female,low,"Friedrichsgabe, Langenharmer Weg",85,28.4,7.88,1.0,9.6,4.88
EMP0099,Norderstedt-Mitte,53.726074384231396,9.987134395177057,20-29,male,mid,"Friedrichsgabe, Lawaetzstraße (Mitte)",343,49.5,9.97,2.0,15.9,8.86
EMP0100,Ahrensburg,53.67866451146571,10.249153531577576,30-39,male,mid,"Ahrensburg, Am Weinberg",274,76.3,22.27,2.0,31.2,18.59
EMP0101,Hamburg-Mitte,53.55693108135657,9.999711684761799,60+,male,high,Kunsthalle,255,76.2,18.28,2.0,40.9,18.28
EMP0102,Wandsbek,53.56857140231105,10.092853072050877,40-49,male,mid,AK Wandsbek,109,83.5,22.22,2.0,45.1,18.72
EMP0103,Norderstedt-Harksheide,53.691897866789134,9.981415367399112,30-39,diverse,high,"Garstedt, Buschweg",222,33.3,7.82,0.0,13.8,5.97
EMP0104,Ahrensburg,53.668972806369695,10.2494197699661,40-49,male,mid,"Ahrensburg, Manhagener Allee",432,82.2,22.0,1.0,32.6,19.1
EMP0105,Niendorf,53.611071047589014,9.947425321461475,20-29,female,mid,Vogt-Cordes-Damm,563,82.0,19.94,2.0,30.1,15.02
EMP0106,Eimsbüttel,53.55852995423585,9.967919027632712,20-29,male,mid,U Feldstraße,213,71.8,18.15,3.0,44.0,21.86
EMP0107,Langenhorn,53.66222359941996,10.027016142855224,40-49,male,mid,Wattkorn,439,31.9,4.43,0.0,10.4,4.39
EMP0108,Norderstedt-Harksheide,53.71272862518026,9.959566806889557,30-39,male,mid,"Garstedt, Hallig-Hooge-Stieg",1831,61.0,11.91,0.0,20.6,9.38
EMP0109,Norderstedt-Mitte,53.701296875806136,9.985745475540849,30-39,male,low,"Garstedt, Ulzburger Straße 186",754,39.0,8.68,1.0,15.3,6.48
EMP0110,Hamburg-Mitte,53.54800977634804,9.996602902367206,20-29,female,mid,Brandstwiete,143,72.0,19.3,2.0,48.1,24.39
EMP0111,Langenhorn,53.643271289175566,10.016644475044247,50-59,female,mid,Wischhöfen,395,37.9,10.39,1.0,16.7,7.08
EMP0112,Norderstedt-Garstedt,53.689645506822394,9.971814296011775,20-29,male,low,"Garstedt, Buschweg",1006,39.5,6.9,0.0,16.4,6.36
EMP0113,Norderstedt-Harksheide,53.70967662881305,9.968803798985387,40-49,female,mid,"Garstedt, Helgolandstraße",926,48.1,9.77,0.0,17.3,8.53
EMP0114,Poppenbüttel,53.65810693938025,10.06479601961234,30-39,female,low,Högenkamp,396,36.3,5.3,0.0,11.0,4.98
EMP0115,Norderstedt-Garstedt,53.67803995702155,9.949555518150344,40-49,female,mid,"Garstedt, Schierkamp",1364,62.9,10.49,0.0,18.6,7.67
EMP0116,Quickborn,53.724578471092684,9.90448649617186,30-39,male,mid,Quickborn Süd,347,60.5,20.14,2.0,24.4,12.47
EMP0117,Niendorf,53.607930858343984,9.946482914674425,20-29,male,mid,Hagendeel,617,83.8,20.94,2.0,35.1,16.52
EMP0118,Eimsbüttel,53.553222509376326,9.961435312914832,40-49,female,mid,Hein-Hoyer-Straße,261,79.9,19.52,3.0,44.0,22.32
EMP0119,Langenhorn,53.64238438098934,10.032654628393237,40-49,male,low,Lademannbogen 51,200,54.3,10.97,1.0,12.5,6.81
EMP0120,Poppenbüttel,53.65336496691993,10.046847227223857,20-29,male,low,Glashütter Landstraße,959,52.6,10.83,1.0,8.0,5.14
EMP0121,Poppenbüttel,53.639938699632914,10.053106038860726,30-39,female,mid,Am Gehöckel,79,35.0,9.37,1.0,13.7,7.88
EMP0122,Wandsbek,53.573155251349654,10.037204867226892,30-39,male,high,U Hamburger Straße,157,62.9,18.94,2.0,38.1,15.67
EMP0123,Norderstedt-Mitte,53.6980375256299,9.988105333341213,30-39,female,mid,Richtweg,373,29.7,8.01,1.0,14.2,6.3
EMP0124,Langenhorn,53.62343991993941,10.003669703133983,40-49,male,mid,Röntgenstraße,561,70.3,12.65,1.0,21.7,10.7
EMP0125,Norderstedt-Mitte,53.6883487534052,9.98764036517865,20-29,female,mid,"Garstedt, Aurikelstieg",272,29.7,5.98,0.0,12.9,5.48
EMP0126,Fuhlsbüttel,53.634072638937354,10.02772283743174,40-49,male,mid,Fuhlsbüttel,249,44.3,11.43,1.0,13.7,7.74
EMP0127,Norderstedt-Harksheide,53.71387058729396,9.983769880357393,20-29,male,mid,"Garstedt, Hainholz",257,41.0,10.44,0.0,16.6,7.09
EMP0128,Norderstedt-Mitte,53.685963250836004,9.997045707588276,30-39,female,mid,"Garstedt, ARRIBA-Bad",257,29.4,5.37,0.0,10.8,4.28
EMP0129,Norderstedt-Mitte,53.69908448050499,9.98987019114336,30-39,male,low,"Garstedt, Buchenweg (Ost)",408,33.5,8.3,1.0,13.5,5.98
EMP0130,Poppenbüttel,53.663024072253606,10.08271903468971,30-39,female,low,Vörstekoppel,187,22.9,5.21,0.0,10.6,5.16
EMP0131,Norderstedt-Garstedt,53.68777072958991,9.984683874242625,30-39,female,mid,"Garstedt, Kohfurth",112,29.4,6.18,0.0,13.7,5.75
EMP0132,Pinneberg,53.66034714212986,9.783607679377305,50-59,male,mid,"Pinneberg, Mühlenstraße",307,78.7,29.42,1.0,43.8,24.55
EMP0133,Poppenbüttel,53.64812023686676,10.038840021160247,30-39,male,high,Lademannbogen (Ost),159,43.6,10.4,1.0,9.4,5.85
EMP0134,Langenhorn,53.63870655515666,10.002938968097668,50-59,female,mid,Flughafenstraße,836,57.2,11.16,1.0,25.6,10.55
EMP0135,Poppenbüttel,53.65747819782909,10.078374297874761,30-39,female,mid,Minsbekweg,239,29.3,5.45,0.0,10.3,5.41
EMP0136,Norderstedt-Mitte,53.69945103973143,10.03222461903269,30-39,female,high,"Glashütte, Lindenweg",437,21.4,1.6,,5.0,1.91
EMP0137,Ahrensburg,53.68129404006102,10.240985765539032,20-29,male,low,"Ahrensburg, Schloß",197,72.5,21.62,2.0,30.9,18.36
EMP0138,Fuhlsbüttel,53.63131873813121,9.997754311758074,30-39,female,high,S Hamburg Airport,786,60.7,11.43,1.0,27.4,11.25
EMP0139,Niendorf,53.630187639503475,9.930040556667452,40-49,male,low,Sellhopsweg (Albertinen-Haus),146,70.1,19.27,2.0,24.3,12.02
EMP0140,Norderstedt-Mitte,53.69844592532957,10.004631278340888,50-59,female,mid,"Harksheide, Falkenbergschulen",704,42.1,5.33,0.0,11.3,5.49
EMP0141,Fuhlsbüttel,53.63784688716132,9.98176614316185,40-49,male,mid,Grotkoppelweg,1061,72.3,15.78,1.0,26.6,10.38
EMP0142,Fuhlsbüttel,53.63870822770367,10.018805521622477,40-49,male,mid,Fuhlsbüttel Nord,231,36.3,10.24,1.0,16.1,8.51
EMP0143,Pinneberg,53.65325473369775,9.809783385700205,20-29,female,low,"Pinneberg, Klinikum Pinneberg",634,64.7,20.44,1.0,37.1,22.18
EMP0144,Ohlsdorf,53.593418559531294,10.031680471251725,20-29,diverse,low,Alter Güterbahnhof,465,58.4,16.23,1.0,30.9,13.51
EMP0145,Fuhlsbüttel,53.64543492856015,10.006485413248983,50-59,male,mid,Rittmerskamp,440,40.7,7.8,2.0,17.2,6.8
EMP0146,Norderstedt-Harksheide,53.71256658730712,9.97903905045675,20-29,female,mid,"Garstedt, Hallig-Hooge-Stieg",131,37.5,10.18,0.0,16.8,7.19
EMP0147,Norderstedt-Harksheide,53.69285514104504,9.972735013938053,20-29,male,high,"Garstedt, Buschweg",758,39.6,8.27,0.0,16.6,7.79
EMP0148,Fuhlsbüttel,53.62286180502782,9.99755001853023,60+,male,low,Lufthansa-Basis (Haupteingang),258,66.1,14.98,1.0,22.4,10.64
EMP0149,Langenhorn,53.6527187429237,10.039606597158,60+,male,mid,Lademannbogen,635,48.9,10.55,1.0,9.7,5.3
EMP0150,Norderstedt-Mitte,53.69470323168867,9.99017312992623,40-49,male,low,Richtweg,152,28.8,7.93,1.0,13.9,5.69
EMP0151,Quickborn,53.72287938580681,9.920412036807198,30-39,male,high,"Quickborn, Schillerstraße",458,69.6,20.81,2.0,21.3,11.4
EMP0152,Hamburg-Mitte,53.56510881860313,9.955002171476869,50-59,male,high,Alsenplatz,354,99.5,25.33,1.0,39.1,20.32
EMP0153,Norderstedt-Mitte,53.68702712853616,10.016223534124494,30-39,male,high,"Harksheide, Kielort",418,23.7,3.31,0.0,5.8,2.66
EMP0154,Ohlsdorf,53.60351846642245,10.048200219914472,30-39,female,high,Richeystraße,307,64.1,15.53,1.0,25.1,11.77
EMP0155,Norderstedt-Mitte,53.69961386475048,9.996277340594025,30-39,female,mid,"Garstedt, Buchenweg (Ost)",237,34.2,8.33,1.0,13.4,5.77
EMP0156,Wandsbek,53.57740454932054,10.087940336555805,50-59,female,mid,Eichtalstraße,130,75.1,16.79,1.0,39.4,17.05
EMP0157,Norderstedt-Harksheide,53.71496343034341,9.978936242905721,50-59,male,mid,"Friedrichsgabe, Waldstraße (Friedhof)",366,44.6,10.7,0.0,15.4,7.19
EMP0158,Wandsbek,53.582612380445696,10.068715462885748,40-49,female,high,U Straßburger Straße,25,68.5,16.43,2.0,36.2,14.46
EMP0159,Eimsbüttel,53.57498578620682,9.97275395688703,20-29,male,mid,Bogenstraße,142,68.6,15.91,3.0,35.5,16.02
EMP0160,Niendorf,53.62689383938938,9.936061912482039,30-39,female,mid,Freizeitbad Bondenwald,125,73.0,18.92,1.0,25.4,12.57
EMP0161,Norderstedt-Mitte,53.69490790740685,9.986059889221673,30-39,male,high,Richtweg,344,31.4,8.13,1.0,15.4,6.66
EMP0162,Hamburg-Mitte,53.55172698303237,10.011731090291397,50-59,male,high,Hauptbahnhof/ZOB,87,74.1,20.15,2.0,46.7,19.91
EMP0163,Norderstedt-Garstedt,53.681075341800536,10.000594523051202,20-29,male,high,920090,38,27.2,5.2,0.0,8.4,3.72
EMP0164,Norderstedt-Mitte,53.69965098135819,9.984497991966146,20-29,female,low,"Garstedt, Harthagen",710,34.7,8.36,1.0,15.5,6.54
EMP0165,Ohlsdorf,53.61922539807583,10.012962778503983,40-49,female,low,Suhrenkamp,115,66.2,17.62,1.0,20.2,9.77
EMP0166,Langenhorn,53.65055145681945,9.999670454360677,30-39,female,mid,Wrangelkoppel,411,57.0,13.5,1.0,17.9,7.68
EMP0167,Quickborn,53.728442170029005,9.919722233063448,50-59,female,mid,"Quickborn, Eichenweg",148,72.8,20.77,2.0,21.0,11.35
EMP0168,Niendorf,53.61390874015059,9.933000243507033,20-29,female,mid,Niendorfer Gehege,790,89.0,19.74,1.0,29.6,14.96
EMP0169,Norderstedt-Harksheide,53.71067671258063,9.975707402224575,50-59,male,mid,"Garstedt, Hallig-Hooge-Stieg",429,43.3,10.6,0.0,18.4,8.85
EMP0170,Ahrensburg,53.67471982215104,10.251949548970149,20-29,female,high,"Ahrensburg, Am Hopfenbach",619,82.1,21.4,1.0,34.2,19.66
EMP0171,Norderstedt-Harksheide,53.71193181579813,9.968588072795312,20-29,male,low,"Garstedt, Hallig-Hooge-Stieg",1027,50.7,9.96,0.0,18.1,8.72
EMP0172,Fuhlsbüttel,53.652065253071406,10.02616101914984,30-39,male,mid,Am Schulwald,295,32.3,6.51,1.0,12.9,5.72
EMP0173,Norderstedt-Garstedt,53.674762272214586,9.980131037288162,30-39,male,high,"Garstedt, Plambeckhof",596,43.0,9.04,0.0,14.1,5.81
EMP0174,Pinneberg,53.66552289019125,9.793278310384096,40-49,female,mid,"Pinneberg, Peinerweg",142,70.5,22.43,2.0,39.9,25.88
EMP0175,Norderstedt-Garstedt,53.69068462067244,9.96936406030189,20-29,female,mid,"Garstedt, Kornhoop",1100,43.4,7.19,0.0,16.9,6.47
EMP0176,Norderstedt-Mitte,53.698480019140995,10.012074837561922,20-29,male,low,"Harksheide, Falkenbergschulen",503,30.2,3.47,0.0,8.0,4.47
EMP0177,Langenhorn,53.66837845119173,9.997735672848338,40-49,male,low,Tarpen,501,37.9,6.71,1.0,14.0,5.5
EMP0178,Ahrensburg,53.67121960708268,10.24559634908344,30-39,male,mid,"Ahrensburg, Manhagener Allee",313,77.8,21.27,1.0,32.0,18.78
EMP0179,Hamburg-Mitte,53.5543408922232,9.992558942925985,40-49,female,mid,U S Jungfernstieg,105,71.1,18.57,2.0,45.8,19.18
EMP0180,Eimsbüttel,53.565011942551074,9.947155470990214,40-49,female,low,Augustenburger Straße,245,77.1,19.06,4.0,37.9,20.14
EMP0181,Hamburg-Mitte,53.54758475264857,9.983954349698827,20-29,male,high,Stadthausbrücke,282,79.6,20.86,3.0,46.6,23.59
EMP0182,Hamburg-Mitte,53.553589339103965,10.015825955824653,50-59,male,mid,Kurt-Schumacher-Allee,153,72.2,23.38,1.0,46.5,18.98
EMP0183,Fuhlsbüttel,53.63846304062308,10.013226520682151,30-39,female,high,Flughafenstraße,182,38.5,10.4,1.0,17.9,7.45
EMP0184,Norderstedt-Harksheide,53.713190948340234,9.953853594538131,30-39,male,mid,"Quickborn, Hasloher Weg",1975,65.4,12.22,0.0,21.5,9.55
EMP0185,Niendorf,53.63459114849335,9.953885252597578,20-29,male,high,Schippelsweg,103,74.6,17.85,1.0,24.3,11.43
